student_name,teacher_name,grade,time_in,time_out,what_happened,does_students_behavior_pose_a_safety_risk_to_them_or_others,student_sent_to_administrator,isla_debrief_completed,coached_student_on_appropriate_behavior_skill,practiced_re_connection_conversation_with_you,did_the_student_complete_a_re_connection_card,did_the_student_do_the_re_connection_conversation_with_their_teacher,did_the_student_reenter_the_classroom,if_not_why,minutes_in_office,notes,time_lost,date
Demelza Robins,Spider-Man,6,2019-10-15T09:36:12Z,,,,,,,,,,,,,,,2019-10-15
Demelza Robins,The Atom,6,2019-10-16T09:34:23.:00Z,2019-10-16T09:39:56Z,,,,,,,,,,,1899-12-30T00:05:32Z,,5.53333334128062,2019-10-16
Demelza Robins,Nick Fury,6,2019-10-31T12:36:35Z,2019-10-31T13:34:57Z,[teacher report of what happened],Yes,Yes,No,Yes,No,No,No,No,ISS,1899-12-30T00:58:22Z,,58.366666674614,2019-10-31
Augustus Rookwood,Wonder Girl,6,2019-11-05T09:47:41Z,2019-11-05T10:10:49Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,Yes,,1899-12-30T00:23:08Z,,23.1333333333333,2019-11-05
Augustus Rookwood,Wonder Girl,6,2020-02-25T12:05:59Z,2020-02-25T12:31:29Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,25.5,2020-02-25
Augustus Rookwood,Wonder Girl,6,2020-03-06T12:26:27.:00Z,2020-03-06T13:01:00Z,[teacher report of what happened],No,No,No,No,No,No,No,Yes,,,,34.5333333412806,2020-03-06
Augustus Rookwood,Wonder Girl,6,2020-03-13T10:21:27Z,2020-03-13T10:39:24Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,,,17.95,2020-03-13
Augustus Rookwood,Superman,6,2020-02-27T14:03:04Z,2020-02-27T14:12:44Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,No,No,Stayed until end of period,,,9.66666667461395,2020-02-27
Augustus Rookwood,The Atom,6,2020-02-27T10:05:29Z,2020-02-27T10:16:07Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,No,No,Stayed until end of period,,,10.6333333333333,2020-02-27
Augustus Rookwood,Storm,6,2019-09-25T13:50:04Z,2019-09-25T14:31:36Z,,,,,,,,,,,1899-12-30T00:41:32Z,,41.5333333333333,2019-09-25
Thorfinn Rowle,Wonder Girl,6,2019-11-20T08:27:52Z,2019-11-20T08:52:17Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,No,Stayed until end of period,1899-12-30T00:24:25Z,,24.4166666666667,2019-11-20
Thorfinn Rowle,Wonder Girl,6,2020-02-26T08:35:50Z,2020-02-26T08:48:59.:00Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,No,Yes,,,,13.1666666587194,2020-02-26
Albert Runcorn,Wonder Girl,6,2019-12-05T09:11:43Z,2019-12-05T09:27:07Z,[teacher report of what happened],Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:15:23.:00Z,,15.3999999920527,2019-12-05
Albert Runcorn,Batman,6,2020-01-21T10:23:00Z,2020-01-21T10:30:01Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:07:01Z,,7.01666666666667,2020-01-21
Albert Runcorn,The Atom,6,2019-10-07T12:46:46Z,2019-10-07T13:34:08.:00Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:47:22.:00Z,,47.3833333174388,2019-10-07
Newt Scamander,Wonder Girl,6,2019-12-05T09:39:23Z,2019-12-05T09:52:30Z,[teacher report of what happened],Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:13:07Z,,13.1166666666667,2019-12-05
Newt Scamander,Wonder Girl,6,2020-02-26T13:22:17Z,2020-02-26T13:36:16Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,,,13.9833333333333,2020-02-26
Newt Scamander,Wonder Girl,6,2020-02-27T13:08:35.:00Z,2020-02-27T13:25:24Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,No,Stayed until end of period,,,16.8000000079473,2020-02-27
Rufus Scrimgeour,Wonder Girl,6,2019-12-10T12:42:37Z,2019-12-10T12:47:14Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:04:37Z,,4.61666666666667,2019-12-10
Rufus Scrimgeour,Wonder Girl,6,2020-01-23T12:35:46Z,2020-01-23T13:25:28Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,No,Stayed until end of period,1899-12-30T00:49:42Z,,49.7,2020-01-23
Rufus Scrimgeour,Wonder Girl,6,2020-02-07T09:34:48Z,2020-02-07T10:04:44Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,No,Stayed until end of period,1899-12-30T00:29:56Z,,29.9333333253861,2020-02-07
Kingsley Shacklebolt,Wonder Girl,6,2020-01-21T10:29:37Z,2020-01-21T10:45:15Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:15:38Z,,15.633333325386,2020-01-21
Stan Shunpike,Wonder Girl,6,2020-01-28T11:52:23Z,2020-01-28T12:13:10Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:20:47Z,,20.7833333333333,2020-01-28
Stan Shunpike,The Atom,6,2020-03-05T12:48:57Z,2020-03-05T13:26:12.:00Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,No,Stayed until end of period,,,37.2666666587194,2020-03-05
Stan Shunpike,Lightning Lad,6,2019-12-12T10:18:01Z,2019-12-12T10:57:23Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:39:22Z,,39.3666666666667,2019-12-12
Aurora Sinistra,Wonder Girl,6,2020-02-10T10:27:26Z,2020-02-10T10:51:50Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:24:24Z,,24.4,2020-02-10
Aurora Sinistra,Batman,6,2019-12-04T08:32:29Z,2019-12-04T08:56:35Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,No,Not enough time left in period,1899-12-30T00:24:06Z,,24.1,2019-12-04
Rita Skeeter,Wonder Girl,6,2020-02-11T10:32:12Z,2020-02-11T10:51:20Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:19:08Z,,19.1333333333333,2020-02-11
Rita Skeeter,Bucky Barnes,6,2020-02-27T13:00:50Z,2020-02-27T13:27:21Z,[teacher report of what happened],No,No,No,Yes,Yes,No,No,No,Stayed until end of period,,,26.5166666666667,2020-02-27
Horace Slughorn,Wonder Girl,6,2020-02-11T12:15:12.:00Z,2020-02-11T12:25:39Z,[teacher report of what happened],No,No,No,No,No,No,No,Yes,,1899-12-30T00:10:26Z,,10.4333333412806,2020-02-11
Salazar Slytherin,Wonder Girl,6,2020-02-26T11:08:07Z,2020-02-26T11:19:32.:00Z,[teacher report of what happened],No,No,No,Yes,No,No,No,Yes,,,,11.4333333174388,2020-02-26
Zacharias Smith,Wonder Girl,6,2020-02-27T08:34:49Z,2020-02-27T12:14:21Z,,,,,,,,,,,,,219.533333333333,2020-02-27
Zacharias Smith,Nick Fury,6,2020-03-11T08:39:35Z,2020-03-11T09:39:59Z,[teacher report of what happened],Yes,Yes,No,Yes,No,No,No,No,OSS,,,60.3999999920527,2020-03-11
Severus Snape,Black Lightning,7,2019-09-23T10:23:27Z,2019-09-23T13:20:11Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,Yes,No,No,ISS,1899-12-30T02:56:44Z,,176.733333333333,2019-09-23
Severus Snape,Black Lightning,7,2019-10-16T10:38:02Z,,,,,,,,,,,,,,,2019-10-16
Severus Snape,Black Lightning,7,2019-10-17T10:15:42Z,2019-10-17T10:30:57.:00Z,[teacher report of what happened],No,No,No,Yes,No,No,Yes,Yes,,1899-12-30T00:15:15.:00Z,[ISLA facilitator notes],15.2666666587194,2019-10-17
Severus Snape,Black Lightning,7,2019-11-04T10:38:16Z,2019-11-04T11:05:35Z,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:27:18.:00Z,[ISLA facilitator notes],27.3166666587194,2019-11-04
Severus Snape,Black Lightning,7,2020-02-03T12:20:07Z,2020-02-03T12:36:33Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:16:26Z,[ISLA facilitator notes],16.4333333412806,2020-02-03
Severus Snape,Wasp,7,2019-09-27T11:12:44Z,2019-09-27T11:50:32Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,No,Stayed until end of period,1899-12-30T00:37:47.:00Z,,37.7999999920527,2019-09-27
Severus Snape,Wasp,7,2020-01-16T14:58:07Z,2020-01-16T15:08:53.:00Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,,1899-12-30T00:10:46.:00Z,,10.783333325386,2020-01-16
Severus Snape,Wolverine,7,2019-12-02T11:15:24Z,2019-12-02T11:31:37Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,,1899-12-30T00:16:13Z,,16.2166666666667,2019-12-02
Severus Snape,Wonder Woman,7,2019-09-27T13:55:31Z,2019-09-27T15:08:13Z,,No,No,Yes,No,No,No,No,No,Stayed until end of period,1899-12-30T01:12:42Z,,72.7,2019-09-27
Severus Snape,Wonder Woman,7,2019-10-21T14:04:17Z,,[teacher report of what happened],Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,[ISLA facilitator notes],,2019-10-21
Severus Snape,Wonder Woman,7,2019-10-31T13:57:56.:00Z,,,,,,,,,,,,,,,2019-10-31
Severus Snape,Wonder Woman,7,2020-01-16T14:10:29Z,2020-01-16T14:19:32Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,,1899-12-30T00:09:03Z,,9.05,2020-01-16
Severus Snape,Superman,7,2020-01-23T09:45:21Z,2020-01-23T10:06:17Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:20:56Z,,20.9333333333333,2020-01-23
Severus Snape,Nick Fury,7,2019-12-06T08:36:21Z,2019-12-06T09:07:58Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,No,Yes,Yes,,1899-12-30T00:31:36.:00Z,,31.6166666666667,2019-12-06
Severus Snape,Cosmic Boy,7,2019-10-09T12:22:13Z,,,,,,,,,,,,,,,2019-10-09
Severus Snape,Cosmic Boy,7,2019-11-13T12:26:11.:00Z,2019-11-13T12:39:39Z,,,,,,Yes,Yes,Yes,Yes,,1899-12-30T00:13:27Z,,13.4500000079473,2019-11-13
Severus Snape,Cosmic Boy,7,2019-11-18T12:10:29Z,2019-11-18T12:10:29Z,,,,,,,,,,,1899-12-30T00:00:00Z,,0,2019-11-18
Severus Snape,Cosmic Boy,7,2019-12-02T12:22:25.:00Z,2019-12-02T12:36:35.:00Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,Other,1899-12-30T00:14:10Z,[ISLA facilitator notes],14.1666666666667,2019-12-02
Severus Snape,Shazam!,7,2020-02-18T08:26:32Z,2020-02-18T08:42:36Z,[teacher report of what happened],No,No,Yes,Yes,No,No,Yes,Yes,,1899-12-30T00:16:03.:00Z,[ISLA facilitator notes],16.0666666666667,2020-02-18
Alicia Spinnet,Black Lightning,7,2020-02-04T14:41:13Z,2020-02-04T14:43:00Z,[teacher report of what happened],Yes,Yes,No,Yes,No,No,Yes,Yes,,1899-12-30T00:01:47Z,,1.78333333333333,2020-02-04
Pomona Sprout,Black Lightning,7,2020-03-10T14:36:11Z,2020-03-10T15:05:42Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,,[ISLA facilitator notes],29.5166666666667,2020-03-10
Pomona Sprout,Wasp,7,2019-10-24T14:41:36Z,2019-10-24T15:02:52Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,Yes,Yes,,1899-12-30T00:21:15.:00Z,,21.2666666587194,2019-10-24
Pomona Sprout,Nick Fury,7,2019-12-05T10:42:49Z,2019-12-05T15:03:10Z,[teacher report of what happened],No,,,,,,,,,1899-12-30T04:20:21Z,,260.35,2019-12-05
Pius Thicknesse,Wasp,7,2019-09-19T14:26:10.:00Z,2019-09-19T15:08:13Z,[teacher report of what happened],No,Yes,No,No,No,No,No,No,Student not ready,1899-12-30T00:42:02Z,[ISLA facilitator notes],42.0333333412806,2019-09-19
Pius Thicknesse,Wasp,7,2019-10-17T12:12:59Z,2019-10-17T12:35:59Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,,1899-12-30T00:23:00Z,,23,2019-10-17
Pius Thicknesse,Wasp,7,2019-10-18T14:16:19Z,2019-10-18T15:05:23Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Teacher not ready,1899-12-30T00:49:04Z,,49.0666666666667,2019-10-18
Pius Thicknesse,Wonder Woman,7,2019-09-24T13:19:46Z,2019-09-24T13:25:57Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,No,Yes,Yes,,1899-12-30T00:06:11Z,,6.18333333333333,2019-09-24
Pius Thicknesse,Wonder Woman,7,2019-09-24T14:07:34.:00Z,2019-09-24T14:12:25Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Other,1899-12-30T00:04:50Z,[ISLA facilitator notes],4.83333334128062,2019-09-24
Pius Thicknesse,Silver Surfer,7,2019-09-30T09:33:31Z,2019-09-30T09:55:11Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,No,Stayed until end of period,1899-12-30T00:21:40Z,,21.6666666666667,2019-09-30
Pius Thicknesse,Silver Surfer,7,2019-10-04T09:43:12Z,2019-10-04T11:43:12Z,[teacher report of what happened],No,Yes,No,Yes,No,No,Yes,No,ISS,1899-12-30T02:00:00Z,,120,2019-10-04
Pius Thicknesse,Silver Surfer,7,2019-10-09T09:43:35Z,,[teacher report of what happened],No,Yes,Yes,Yes,No,No,,,,,,,2019-10-09
Dean Thomas,Wasp,7,2019-09-24T12:10:10Z,2019-09-24T13:03:44Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,No,Teacher not ready,1899-12-30T00:53:34Z,,53.5666666666667,2019-09-24
Dean Thomas,Wonder Woman,7,2019-09-13T14:27:51Z,2019-09-13T15:05:15Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Not enough time left in period,1899-12-30T00:37:24Z,,37.4,2019-09-13
Dean Thomas,Wonder Woman,7,2019-09-27T14:18:57.:00Z,2019-09-27T15:28:01Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Stayed until end of period,1899-12-30T01:09:03Z,,69.0500000079473,2019-09-27
Dean Thomas,Wonder Woman,7,2019-10-11T12:41:08Z,,,,,,,,,,,,,,,2019-10-11
Dean Thomas,Wonder Woman,7,2020-02-05T11:51:31Z,2020-02-05T12:06:38Z,[teacher report of what happened],No,No,No,No,No,No,No,No,,1899-12-30T00:15:07Z,,15.1166666666667,2020-02-05
Dean Thomas,Hawkeye,7,2019-10-08T11:26:26Z,2019-10-08T11:52:33Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Student not ready,1899-12-30T00:26:07Z,,26.1166666666667,2019-10-08
Dean Thomas,Hawkeye,7,2019-10-25T09:56:13Z,2019-10-25T11:11:04.:00Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Other,1899-12-30T01:14:51.:00Z,[ISLA facilitator notes],74.8666666587194,2019-10-25
Dean Thomas,Shazam!,7,2019-10-22T08:55:26Z,2019-10-22T09:12:47.:00Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Teacher not ready,1899-12-30T00:17:21.:00Z,,17.3666666587194,2019-10-22
Andromeda Tonks,Wasp,7,2019-09-24T12:11:24Z,2019-09-24T13:02:50Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,No,Teacher not ready,1899-12-30T00:51:25.:00Z,,51.4333333333333,2019-09-24
Andromeda Tonks,Wasp,7,2019-10-10T13:18:05Z,2019-10-10T14:12:38.:00Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:54:33.:00Z,,54.5666666587194,2019-10-10
Andromeda Tonks,Wonder Woman,7,2019-09-24T14:51:49Z,2019-09-24T15:03:55Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:12:06Z,,12.1,2019-09-24
Andromeda Tonks,Wonder Woman,7,2019-10-04T14:25:13Z,2019-10-04T15:07:51Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:42:38Z,,42.6333333333333,2019-10-04
Andromeda Tonks,Wonder Woman,7,2019-10-07T14:34:24Z,2019-10-07T15:05:44Z,[teacher report of what happened],No,No,Yes,Yes,No,Yes,No,No,Stayed until end of period,1899-12-30T00:31:20Z,,31.3333333333333,2019-10-07
Andromeda Tonks,Nick Fury,7,2019-10-28T11:45:18Z,2019-10-28T13:30:30Z,[teacher report of what happened],Yes,Yes,No,No,No,No,No,No,ISS,1899-12-30T01:45:12Z,,105.2,2019-10-28
Nymphadora Tonks,Wasp,7,2019-09-30T13:53:57Z,2019-09-30T15:03:17Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,No,Student not ready,1899-12-30T01:09:20Z,,69.3333333333333,2019-09-30
Nymphadora Tonks,Wasp,7,2019-11-19T13:53:38Z,2019-11-19T14:21:01Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:27:23Z,,27.3833333333333,2019-11-19
Nymphadora Tonks,Wonder Woman,7,2019-10-14T14:20:04Z,2019-10-14T15:05:12Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Teacher not ready,1899-12-30T00:45:08Z,,45.1333333333333,2019-10-14
Nymphadora Tonks,Wonder Woman,7,2019-11-06T14:31:30.:00Z,2019-11-06T15:05:38Z,[teacher report of what happened],No,No,Yes,Yes,No,Yes,No,No,Stayed until end of period,1899-12-30T00:34:07Z,[ISLA facilitator notes],34.116666674614,2019-11-06
Nymphadora Tonks,Wonder Woman,7,2019-11-14T14:31:53Z,2019-11-14T15:07:12Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:35:19Z,,35.3166666666667,2019-11-14
Nymphadora Tonks,Wonder Woman,7,2019-12-12T14:35:05Z,2019-12-12T15:06:14Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,,1899-12-30T00:31:09Z,,31.15,2019-12-12
Nymphadora Tonks,Wonder Woman,7,2019-12-17T14:23:52Z,2019-12-17T15:03:20Z,[teacher report of what happened],Yes,Yes,No,No,No,No,No,No,Student not ready,1899-12-30T00:39:28Z,,39.4666666666667,2019-12-17
Nymphadora Tonks,Wonder Woman,7,2020-01-09T14:25:48Z,2020-01-09T15:01:40Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:35:52Z,,35.8666666666667,2020-01-09
Nymphadora Tonks,Hawkeye,7,2019-09-18T12:26:46Z,2019-09-18T12:49:32Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,Yes,No,ISS,1899-12-30T00:22:46Z,[ISLA facilitator notes],22.7666666666667,2019-09-18
Ted Tonks,Wasp,7,2019-12-02T13:55:18Z,2019-12-02T14:08:34Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Not enough time left in period,1899-12-30T00:13:16Z,,13.2666666666667,2019-12-02
Ted Tonks,Wonder Woman,7,2020-01-21T14:38:22Z,,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,,,,2020-01-21
Ted Tonks,Wonder Woman,7,2020-01-22T14:30:04.:00Z,2020-01-22T15:05:26Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:35:21Z,,35.3500000079473,2020-01-22
Ted Tonks,Wonder Woman,7,2020-02-05T12:02:07.:00Z,2020-02-05T12:50:07.:00Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,,1899-12-30T00:48:00Z,,48,2020-02-05
Ted Tonks,Wonder Woman,7,2020-02-18T11:28:28Z,2020-02-18T11:51:20Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:22:51.:00Z,[ISLA facilitator notes],22.8666666587194,2020-02-18
Ted Tonks,Nick Fury,7,2019-12-03T13:29:12Z,2019-12-03T15:05:34Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,ISS,1899-12-30T01:36:22Z,,96.3666666666667,2019-12-03
Ted Tonks,Cosmic Boy,7,2019-11-25T12:10:38.:00Z,2019-11-25T12:38:17.:00Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:27:39Z,,27.65,2019-11-25
Ted Tonks,Cosmic Boy,7,2019-12-03T12:15:58Z,2019-12-03T18:30:00Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,ISS,1899-12-30T06:14:02Z,,374.033333333333,2019-12-03
Ted Tonks,Cosmic Boy,7,2020-01-09T12:18:37Z,2020-01-09T12:37:39Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Other,1899-12-30T00:19:02Z,[ISLA facilitator notes],19.0333333333333,2020-01-09
Ted Tonks,Cosmic Boy,7,2020-01-22T12:20:51.:00Z,2020-01-22T12:39:16Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:18:24Z,,18.4000000079473,2020-01-22
Ted Tonks,Hawkman,7,2019-12-02T12:58:41Z,2019-12-02T13:16:33Z,[teacher report of what happened],No,No,Yes,Yes,No,No,Yes,No,,1899-12-30T00:17:52Z,,17.8666666666667,2019-12-02
Sybill Trelawney,Wasp,7,2019-12-03T11:35:24.:00Z,2019-12-03T12:38:55Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Teacher not ready,1899-12-30T01:03:30Z,,63.5000000079473,2019-12-03
Sybill Trelawney,Wasp,7,2019-12-19T12:18:42.:00Z,,[teacher report of what happened],No,No,No,Yes,No,No,No,No,,,,,2019-12-19
Sybill Trelawney,Wasp,7,2020-03-03T14:17:35Z,2020-03-03T15:03:55Z,[teacher report of what happened],No,No,,,,,,,,,,46.3333333412806,2020-03-03
Sybill Trelawney,Wonder Woman,7,2020-02-13T14:01:47Z,2020-02-13T14:09:00Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:07:13Z,,7.21666666666667,2020-02-13
Sybill Trelawney,Wonder Woman,7,2020-03-03T13:40:32Z,2020-03-03T14:10:31Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,,,29.9833333333333,2020-03-03
Sybill Trelawney,Superman,7,2020-01-14T08:30:31Z,2020-01-14T09:04:30Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,Yes,Yes,No,Other,1899-12-30T00:33:59Z,[ISLA facilitator notes],33.9833333412806,2020-01-14
Sybill Trelawney,Nick Fury,7,,,,,,,,,,,,,,,,
Wilkie Twycross,Wasp,7,2019-12-06T11:54:53Z,2019-12-06T12:35:24Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Other,1899-12-30T00:40:31Z,[ISLA facilitator notes],40.5166666666667,2019-12-06
Wilkie Twycross,Cosmic Boy,7,2020-02-26T12:38:48Z,2020-02-26T13:43:19Z,[teacher report of what happened],No,Yes,No,Yes,Yes,No,No,No,Stayed until end of period,,,64.5166666666667,2020-02-26
Emmeline Vance,Wasp,7,2019-12-10T13:37:07Z,2019-12-10T14:02:03Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:24:56Z,,24.9333333333333,2019-12-10
Romilda Vane,Wasp,7,2020-02-04T13:43:03Z,2020-02-04T14:11:16Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:28:12.:00Z,,28.2166666666667,2020-02-04
Romilda Vane,Wasp,7,2020-02-12T13:56:45Z,2020-02-12T14:17:46Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:21:01Z,,21.0166666666667,2020-02-12
Romilda Vane,Wasp,7,2020-02-18T13:52:01.:00Z,2020-02-18T15:07:08.:00Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,ISS,1899-12-30T01:15:07Z,,75.1166666666667,2020-02-18
Romilda Vane,Wasp,7,2020-02-21T13:35:07Z,2020-02-21T14:11:10Z,[teacher report of what happened],No,Yes,No,No,No,No,No,No,Teacher not ready,,,36.0500000079473,2020-02-21
Romilda Vane,Wasp,7,2020-02-24T13:57:51Z,2020-02-24T14:14:06Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,Teacher not ready,,,16.25,2020-02-24
Romilda Vane,Wonder Woman,7,2020-02-14T12:52:58Z,2020-02-14T13:15:48Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:22:50Z,,22.8333333333333,2020-02-14
Septima Vector,Wasp,7,2020-02-21T10:22:53Z,2020-02-21T10:55:40Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Student not ready,,[ISLA facilitator notes],32.7833333333333,2020-02-21
Septima Vector,Wonder Woman,7,2019-09-27T14:34:04Z,2019-09-27T15:07:35Z,,No,No,No,No,No,No,No,No,Stayed until end of period,1899-12-30T00:33:31Z,,33.5166666587194,2019-09-27
Septima Vector,Wonder Woman,7,2019-10-04T14:44:49Z,2019-10-04T15:05:39Z,,No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:20:50Z,,20.8333333333333,2019-10-04
Septima Vector,Wonder Woman,7,2019-11-06T14:32:22Z,2019-11-06T15:01:12Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Stayed until end of period,1899-12-30T00:28:49.:00Z,[ISLA facilitator notes],28.8333333253861,2019-11-06
Septima Vector,Wonder Woman,7,2019-11-14T14:33:04Z,2019-11-14T15:05:12Z,[teacher report of what happened],No,Yes,No,No,No,No,No,No,Stayed until end of period,1899-12-30T00:32:08Z,,32.1333333333333,2019-11-14
Septima Vector,Wonder Woman,7,2019-12-12T14:36:18.:00Z,2019-12-12T15:06:47Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,,1899-12-30T00:30:28Z,,30.466666674614,2019-12-12
Septima Vector,Wonder Woman,7,2019-12-17T14:24:09Z,2019-12-17T15:09:27Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,Other,1899-12-30T00:45:18Z,[ISLA facilitator notes],45.3,2019-12-17
Septima Vector,Wonder Woman,7,2020-01-22T14:46:12Z,2020-01-22T15:04:26Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Other,1899-12-30T00:18:14Z,[ISLA facilitator notes],18.2333333333333,2020-01-22
Septima Vector,Wonder Woman,7,2020-01-23T14:37:24Z,2020-01-23T15:06:52.:00Z,[teacher report of what happened],No,No,No,Yes,No,No,,No,Student not ready,1899-12-30T00:29:29Z,,29.4833333253861,2020-01-23
Septima Vector,Wonder Woman,7,2020-02-13T11:16:07Z,2020-02-13T11:51:22Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:35:15Z,,35.2500000079473,2020-02-13
Septima Vector,Wonder Woman,7,2020-02-14T10:53:27Z,2020-02-14T11:13:11Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:19:44Z,,19.7333333412806,2020-02-14
